Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
Upper Riva Ridge,9974.0,10751.0,778.0,Black,Vail,2428.8,0.32032279314888007
Upper Wildcard #1,10338.0,10883.0,545.0,Black,Vail,1478.4,0.36864177489177485
Upper Wildcard #2,10351.0,10945.0,594.0,Black,Vail,1531.1999999999998,0.3879310344827587
Widge's,9997.0,10889.0,892.0,Black,Vail,2323.2,0.38395316804407714
Windows,10085.0,10699.0,614.0,Black,Vail,1372.8,0.44726107226107226
Windows Pines,10682.0,11247.0,564.0,Black,Vail,2692.8,0.20944741532976827
Windows Road,10886.0,11155.0,272.0,Black,Vail,2587.2,0.10513296227581942
Wow,9865.0,11207.0,1342.0,Black,Vail,3484.8,0.38510101010101006
Yonder,10180.0,11230.0,1053.0,Black,Vail,3537.6000000000004,0.29765943012211665
Yonder Gully,10207.0,10709.0,502.0,Black,Vail,1689.6000000000001,0.2971117424242424
Zot,10489.0,11047.0,554.0,Black,Vail,1531.1999999999998,0.36180773249738774
Frontside Chutes,8652.0,9026.0,374.0,Black,Vail,1161.6,0.321969696969697
Highline,9377.0,11033.0,1657.0,Black,Vail,1.1,1506.3636363636363
Mudslide,8717.0,9144.0,427.0,Black,Vail,633.6,0.6739267676767676
Prima,9173.0,10778.0,1604.0,Black,Vail,4646.4,0.34521349862258954
Prima Cornice,9967.0,10705.0,738.0,Black,Vail,1478.4,0.4991883116883117
Pump House,9334.0,9724.0,390.0,Black,Vail,1056.0,0.3693181818181818
The Narrows,8796.0,9229.0,433.0,Black,Vail,1108.8,0.39051226551226553
Golden Peak Terrain Park,8238.0,9324.0,1086.0,Black,Vail,4276.8,0.25392817059483724
Pride Park,9669.0,9974.0,305.0,Black,Vail,1531.1999999999998,0.19919017763845354
Boomer,10801.0,11211.0,410.0,Double Black,Vail,1900.8,0.2156986531986532
Brisk Walk,8763.0,9262.0,499.0,Double Black,Vail,1.26,396.031746031746
Bwana Loop,8501.0,8701.0,203.0,Double Black,Vail,1953.6,0.10391072891072892
Cold Feet,9990.0,10105.0,115.0,Double Black,Vail,1108.8,0.10371572871572872
Coyote Crossing,10095.0,10197.0,102.0,Double Black,Vail,633.6,0.16098484848484848
Cub's Way,9524.0,10308.0,781.0,Double Black,Vail,1.16,673.2758620689656
Eagle's Nest Ridge,10322.0,10955.0,633.0,Double Black,Vail,1.17,541.0256410256411
Flap Jack,9715.0,11017.0,1302.0,Double Black,Vail,1.28,1017.1875
Game Trail,9836.0,10318.0,482.0,Double Black,Vail,4963.2,0.09711476466795615
Gitalong Road,8356.0,10118.0,1762.0,Double Black,Vail,3.76,468.6170212765958
Gopher Hill,8251.0,8399.0,151.0,Double Black,Vail,844.8000000000001,0.17874053030303028
Ha Ha Highway,9905.0,10151.0,246.0,Double Black,Vail,1531.1999999999998,0.16065830721003135
Lion's Way,9075.0,10131.0,1056.0,Double Black,Vail,1.53,690.1960784313725
Lionshead Catwalk,8327.0,8481.0,154.0,Double Black,Vail,2640.0,0.058333333333333334
Lost Boy,9826.0,10974.0,1148.0,Double Black,Vail,1.29,889.922480620155
Mill Creek Road,8560.0,8766.0,207.0,Double Black,Vail,2956.8,0.07000811688311688
Minnie Ha Ha,9902.0,9964.0,62.0,Double Black,Vail,633.6,0.09785353535353535
Overeasy,10233.0,10535.0,305.0,Double Black,Vail,1425.6000000000001,0.21394500561167226
Pika,10177.0,10262.0,85.0,Double Black,Vail,1584.0,0.05366161616161616
Post Road,8904.0,9311.0,404.0,Double Black,Vail,4752.0,0.08501683501683502
Practice Parkway,9642.0,10289.0,650.0,Double Black,Vail,4065.6,0.1598780007870917
Sourdough,10748.0,11194.0,443.0,Double Black,Vail,1900.8,0.23305976430976433
Swingsville,10167.0,11230.0,1063.0,Double Black,Vail,5016.0,0.21192185007974482
The Meadows,10154.0,10764.0,610.0,Double Black,Vail,4435.2,0.13753607503607504
Timberline Catwalk,10722.0,11237.0,512.0,Double Black,Vail,4699.2,0.10895471569628873
Tin Pants,10846.0,11079.0,233.0,Double Black,Vail,1267.2,0.18386994949494948
Trans Montane,9718.0,9964.0,246.0,Double Black,Vail,4276.8,0.05751964085297418
Vail Village Catwalk,8202.0,8704.0,502.0,Double Black,Vail,4910.400000000001,0.1022319973932877
Windisch Way,8343.0,8451.0,108.0,Double Black,Vail,1425.6000000000001,0.07575757575757575
Avanti,9304.0,10755.0,1450.0,Double Black,Vail,1.29,1124.031007751938
Baccarat,9967.0,10531.0,564.0,Double Black,Vail,1900.8,0.2967171717171717
Bear Tree,8369.0,8967.0,597.0,Double Black,Vail,2376.0,0.25126262626262624
Big Rock Park,10003.0,10876.0,876.0,Double Black,Vail,3907.2,0.2242014742014742
Born Free,8094.0,10285.0,2192.0,Double Black,Vail,1.84,1191.304347826087
Bwana,8281.0,9993.0,1716.0,Double Black,Vail,1.18,1454.2372881355932
Cappuccino,10331.0,10928.0,600.0,Double Black,Vail,2006.4,0.29904306220095694
Chaos Canyon,9718.0,9820.0,102.0,Double Black,Vail,950.4,0.10732323232323232
China Bowl,10860.0,11175.0,315.0,Double Black,Vail,1108.8,0.2840909090909091
China Spur,9993.0,10112.0,121.0,Double Black,Vail,1478.4,0.0818452380952381
Choker Cut Off,9580.0,9698.0,118.0,Double Black,Vail,1425.6000000000001,0.08277216610549944
Chopstix,10564.0,11243.0,679.0,Double Black,Vail,2798.4,0.24263865065751858
Christmas,10151.0,10774.0,623.0,Double Black,Vail,2481.6,0.25104771115409413
Cloud 9,9751.0,11467.0,1716.0,Double Black,Vail,3.06,560.7843137254902
Columbine,9564.0,10459.0,896.0,Double Black,Vail,4012.8,0.22328548644338117
Compromise,9403.0,9636.0,233.0,Double Black,Vail,792.0,0.29419191919191917
Dealer's Choice,9803.0,10489.0,689.0,Double Black,Vail,2481.6,0.2776434558349452
Grand Preview,9990.0,11490.0,1499.0,Double Black,Vail,1.2,1249.1666666666667
Hunky Dory,10548.0,10935.0,387.0,Double Black,Vail,1267.2,0.30539772727272724
In The Wuides,10151.0,11394.0,1243.0,Double Black,Vail,4118.400000000001,0.3018162393162393
Kelly's Toll Road,9577.0,10118.0,541.0,Double Black,Vail,1.2,450.83333333333337
Lodgepole,9308.0,10492.0,1184.0,Double Black,Vail,1.04,1138.4615384615383
Lodgepole Gulch,9308.0,9685.0,381.0,Double Black,Vail,1953.6,0.19502457002457002
Lost Boy Shortcut,9803.0,10423.0,620.0,Double Black,Vail,2745.6,0.22581585081585082
Lost Boy Shortcut Variant,9803.0,10377.0,574.0,Double Black,Vail,2112.0,0.27178030303030304
Lower Riva Ridge,8806.0,9350.0,545.0,Double Black,Vail,2270.4,0.240045806906272
Lower Wildcard,9806.0,10348.0,538.0,Double Black,Vail,2481.6,0.21679561573178596
Mid Vail Express,10279.0,10738.0,463.0,Double Black,Vail,2006.4,0.23076156299840508
Middle Riva Ridge,9692.0,9967.0,276.0,Double Black,Vail,950.4,0.2904040404040404
Northface Catwalk,9147.0,9659.0,515.0,Double Black,Vail,4857.6,0.10601943346508563
Northwoods,9741.0,10968.0,1227.0,Double Black,Vail,4804.8,0.25536963036963034
Poppyfields,9816.0,10518.0,702.0,Double Black,Vail,5121.599999999999,0.13706654170571697
Poppyfields East,10371.0,11332.0,965.0,Double Black,Vail,4329.599999999999,0.22288433111603845
Ramshorn,10482.0,11250.0,768.0,Double Black,Vail,3484.8,0.22038567493112945
Ranger Racoon's Escape,9127.0,9265.0,138.0,Double Black,Vail,528.0,0.26136363636363635
Riva Catwalk,8212.0,8763.0,551.0,Double Black,Vail,3854.4,0.14295350767953507
Ruder's Run,8396.0,9390.0,994.0,Double Black,Vail,4012.8,0.247707336523126
Showboat,9774.0,10961.0,1188.0,Double Black,Vail,4171.2,0.2848101265822785
Silk Road,9813.0,11460.0,1644.0,Double Black,Vail,2.98,551.6778523489933
Simba,8291.0,10325.0,2034.0,Double Black,Vail,1.87,1087.7005347593583
Simba Variant,9938.0,10318.0,381.0,Double Black,Vail,2587.2,0.1472634508348794
Skid Road,9285.0,9692.0,407.0,Double Black,Vail,3960.0,0.10277777777777777
Sleepytime,9583.0,11178.0,1598.0,Double Black,Vail,3.7,431.8918918918919
Slifer Express,10335.0,10938.0,600.0,Double Black,Vail,1953.6,0.3071253071253071
Snag Park,10499.0,10853.0,354.0,Double Black,Vail,1584.0,0.22348484848484848
Spruce Face,9856.0,10079.0,223.0,Double Black,Vail,844.8000000000001,0.263967803030303
Sun Up Bowl,10282.0,10866.0,581.0,Double Black,Vail,1372.8,0.42322261072261075
Tea Cup Bowl,10069.0,10400.0,331.0,Double Black,Vail,1003.2,0.32994417862838915
The Star,10066.0,11093.0,1027.0,Double Black,Vail,3220.7999999999997,0.3188648782911078
The Woods,10131.0,10817.0,686.0,Double Black,Vail,1953.6,0.3511466011466012
Upper Berries,10135.0,10545.0,410.0,Double Black,Vail,1900.8,0.2156986531986532
Upper Pickeroon,10138.0,10728.0,594.0,Double Black,Vail,2745.6,0.21634615384615385
Upper Preserve,8681.0,9196.0,512.0,Double Black,Vail,2376.0,0.21548821548821548
Upper Safari,8875.0,9610.0,735.0,Double Black,Vail,2745.6,0.26770104895104896
Whippersnapper,8835.0,9350.0,515.0,Double Black,Vail,2376.0,0.21675084175084175
Whippersnapper Second Choice,9170.0,9373.0,200.0,Double Black,Vail,792.0,0.25252525252525254
Whiskey Jack,10630.0,11237.0,607.0,Double Black,Vail,3537.6000000000004,0.1715852555404794
Whistle Pig,10154.0,11250.0,1096.0,Double Black,Vail,4540.8,0.24136715997181113
Whistle Pig Variant,10604.0,11138.0,535.0,Double Black,Vail,2059.2000000000003,0.25980963480963476
38,8245.0,8556.0,315.0,Double Black,Vail,739.2,0.4261363636363636
Apres Vous,9921.0,11102.0,1178.0,Double Black,Vail,4224.0,0.27888257575757575
Blue Ox,9619.0,10965.0,1345.0,Double Black,Vail,4540.8,0.2962033121916843
Bolshoi Ballroom,10184.0,11450.0,1266.0,Double Black,Vail,3907.2,0.32401719901719905
Bolshoi Ballroom #2,11066.0,11148.0,79.0,Double Black,Vail,1425.6000000000001,0.05541526374859708
Cady's Cafe,9413.0,10085.0,673.0,Double Black,Vail,2428.8,0.2770915678524374
Campbell's,10210.0,10912.0,699.0,Double Black,Vail,1900.8,0.367739898989899
Challenge,10223.0,10571.0,351.0,Double Black,Vail,1056.0,0.33238636363636365
Champagne Glade,10151.0,11450.0,1299.0,Double Black,Vail,4646.4,0.27957128099173556
Cheetah Gully,8327.0,9127.0,801.0,Double Black,Vail,2640.0,0.3034090909090909
Chicken Yard,9754.0,10778.0,1020.0,Double Black,Vail,2217.6,0.45995670995670995
Cookshack,9790.0,10121.0,328.0,Double Black,Vail,897.6,0.36541889483065954
Cow's Face,10020.0,10866.0,846.0,Double Black,Vail,2164.7999999999997,0.3907982261640799
Deuces Wild,10394.0,10801.0,407.0,Double Black,Vail,1056.0,0.3854166666666667
Dragon's Teeth,10459.0,11220.0,761.0,Double Black,Vail,2428.8,0.3133234519104084
Emperor's Choice,10108.0,11237.0,1129.0,Double Black,Vail,4065.6,0.27769578905942544
Encore,9678.0,10643.0,965.0,Double Black,Vail,2956.8,0.32636634199134196
Faro,10246.0,10755.0,509.0,Double Black,Vail,1267.2,0.4016729797979798
First Step,10823.0,11073.0,246.0,Double Black,Vail,897.6,0.27406417112299464
Forever,9843.0,11194.0,1352.0,Double Black,Vail,4012.8,0.3369218500797448
Gandy Dancer,9711.0,10935.0,1224.0,Double Black,Vail,4646.4,0.26342975206611574
Gandy Dancer Variant,9977.0,10623.0,650.0,Double Black,Vail,2164.7999999999997,0.3002586844050259
Genghis Kahn,10089.0,11122.0,1030.0,Double Black,Vail,2376.0,0.4335016835016835
Genghis Kahn Variant,10075.0,11234.0,1158.0,Double Black,Vail,3484.8,0.3323002754820936
Giant Steps,8589.0,9206.0,617.0,Double Black,Vail,1953.6,0.31582719082719085
Golden Peak Race,8251.0,9370.0,1119.0,Double Black,Vail,4488.0,0.24933155080213903
Gorky Park,10174.0,11181.0,1004.0,Double Black,Vail,3907.2,0.256961506961507
Hairbag Alley,9783.0,10479.0,699.0,Double Black,Vail,2798.4,0.24978559176672382
Head First,8238.0,8468.0,230.0,Double Black,Vail,528.0,0.4356060606060606
Headwall,10230.0,10961.0,732.0,Double Black,Vail,1584.0,0.4621212121212121
Headwall Ridge,11089.0,11217.0,128.0,Double Black,Vail,4593.6,0.027864855451062345
Heavy Metal,10036.0,10784.0,748.0,Double Black,Vail,2587.2,0.28911564625850344
High Noon,9400.0,11247.0,1847.0,Double Black,Vail,1.28,1442.96875
Hornsilver,10558.0,11430.0,873.0,Double Black,Vail,2851.2000000000003,0.3061868686868687
Inner Mongolia Bowl,10262.0,11444.0,1181.0,Double Black,Vail,4065.6,0.29048602912239274
Iron Mask,10223.0,11106.0,883.0,Double Black,Vail,2904.0000000000005,0.3040633608815427
Jade Glade,10410.0,11224.0,817.0,Double Black,Vail,2006.4,0.40719696969696967
Kangaroo Cornice,10456.0,10978.0,522.0,Double Black,Vail,2534.4,0.2059659090909091
Klickity Klack,9337.0,9596.0,262.0,Double Black,Vail,580.8,0.4511019283746557
Ledges,9183.0,9583.0,400.0,Double Black,Vail,1214.4,0.3293807641633728
Lindsey's,8510.0,9206.0,696.0,Double Black,Vail,2217.6,0.3138528138528139
Little Ollie,10089.0,10823.0,735.0,Double Black,Vail,2376.0,0.30934343434343436
Log Chute,9288.0,9603.0,312.0,Double Black,Vail,739.2,0.42207792207792205
Look Ma,10207.0,10512.0,305.0,Double Black,Vail,897.6,0.33979500891265596
Lover's Leap,10377.0,11322.0,945.0,Double Black,Vail,3273.6,0.28867302052785926
Lower Berries,9724.0,10121.0,397.0,Double Black,Vail,1478.4,0.26853354978354976
Lower Pickeroon,9754.0,10135.0,381.0,Double Black,Vail,1214.4,0.3137351778656126
Lower Preserve,8314.0,8678.0,364.0,Double Black,Vail,1161.6,0.31336088154269975
Lower Safari,8323.0,8868.0,545.0,Double Black,Vail,1478.4,0.36864177489177485
Marmot Valley,9590.0,10049.0,459.0,Double Black,Vail,2112.0,0.21732954545454544
Middle Simba,8635.0,8986.0,351.0,Double Black,Vail,950.4,0.3693181818181818
Milt's Face,10285.0,11047.0,761.0,Double Black,Vail,1636.8,0.4649315738025416
Minnie's,9124.0,9646.0,522.0,Double Black,Vail,1531.1999999999998,0.34090909090909094
Morning Side Ridge,10161.0,10896.0,735.0,Double Black,Vail,1584.0,0.4640151515151515
Morning Thunder,10112.0,10512.0,400.0,Double Black,Vail,1161.6,0.34435261707988984
Mountain Glade,10151.0,10922.0,771.0,Double Black,Vail,2112.0,0.3650568181818182
N. Rim,10791.0,11158.0,367.0,Double Black,Vail,1056.0,0.3475378787878788
Never,9669.0,10689.0,1024.0,Double Black,Vail,3590.4,0.28520499108734404
Northstar,9728.0,10968.0,1237.0,Double Black,Vail,4963.2,0.2492343649258543
O.S.,9403.0,10663.0,1260.0,Double Black,Vail,1.04,1211.5384615384614
Old 9 Line,9124.0,9616.0,489.0,Double Black,Vail,1425.6000000000001,0.343013468013468
Orient Express,10108.0,11234.0,1125.0,Double Black,Vail,4646.4,0.24212293388429754
Outer Mongolia Bowl,10515.0,11339.0,823.0,Double Black,Vail,3326.4,0.24741462241462242
Ouzo,10115.0,10705.0,591.0,Double Black,Vail,1425.6000000000001,0.4145622895622895
Ouzo Glade,9934.0,10673.0,738.0,Double Black,Vail,1847.9999999999998,0.3993506493506494
Over Yonder,10135.0,10745.0,610.0,Double Black,Vail,1531.1999999999998,0.39838035527690707
Pepi's Face,8238.0,8432.0,190.0,Double Black,Vail,430.0,0.4418604651162791
Poppyfields West,10686.0,11207.0,522.0,Double Black,Vail,1847.9999999999998,0.2824675324675325
Powerline Glade,10676.0,11188.0,512.0,Double Black,Vail,2217.6,0.23088023088023088
Pronto,9675.0,9957.0,282.0,Double Black,Vail,897.6,0.3141711229946524
Ptarmigan Ridge,10682.0,10961.0,279.0,Double Black,Vail,3537.6000000000004,0.07886702849389415
Rasputin's Revenge,10174.0,11037.0,863.0,Double Black,Vail,2164.7999999999997,0.39865114560236514
Red Square,10541.0,11047.0,505.0,Double Black,Vail,2112.0,0.23910984848484848
Red Zinger,10118.0,10778.0,659.0,Double Black,Vail,1900.8,0.346696127946128
Resolution,10643.0,11463.0,820.0,Double Black,Vail,3643.2,0.22507685551163814
Ricky's Ridge,9948.0,10846.0,902.0,Double Black,Vail,2270.4,0.39728682170542634
Riva Glade,9954.0,10653.0,702.0,Double Black,Vail,1900.8,0.3693181818181818
Roger's Run,9731.0,10689.0,955.0,Double Black,Vail,2745.6,0.3478292540792541
S. Look Ma,10171.0,10499.0,328.0,Double Black,Vail,1320.0,0.24848484848484848
S. Rim,10656.0,11181.0,525.0,Double Black,Vail,1742.4,0.3013085399449036
Seldom,9800.0,10850.0,1050.0,Double Black,Vail,2956.8,0.35511363636363635
Shangri-La,9934.0,11375.0,1444.0,Double Black,Vail,1.47,982.3129251700681
Shangri-La Glade,9990.0,10584.0,594.0,Double Black,Vail,2217.6,0.26785714285714285
Skree Field,10551.0,11224.0,676.0,Double Black,Vail,2640.0,0.25606060606060604
Steep & Deep,10699.0,11342.0,643.0,Double Black,Vail,2164.7999999999997,0.29702512934220254
Straight Shot,10272.0,10853.0,581.0,Double Black,Vail,1372.8,0.42322261072261075
Sun Up Catwalk,9396.0,10128.0,732.0,Double Black,Vail,4488.0,0.16310160427807488
Sundown Catwalk,9396.0,10246.0,846.0,Double Black,Vail,4329.599999999999,0.19539911308203994
Sweet N Sour,9823.0,10787.0,965.0,Double Black,Vail,3115.2,0.3097714432460195
The Divide,9646.0,11463.0,1818.0,Double Black,Vail,1.46,1245.2054794520548
The Skipper,10564.0,10883.0,322.0,Double Black,Vail,1108.8,0.29040404040404044
The Slot,10217.0,11073.0,856.0,Double Black,Vail,2428.8,0.35243741765480896
Tourist Trap,9367.0,9682.0,315.0,Double Black,Vail,739.2,0.4261363636363636
Upper Riva Ridge,9974.0,10751.0,778.0,Double Black,Vail,2428.8,0.32032279314888007
Upper Wildcard #1,10338.0,10883.0,545.0,Double Black,Vail,1478.4,0.36864177489177485
Upper Wildcard #2,10351.0,10945.0,594.0,Double Black,Vail,1531.1999999999998,0.3879310344827587
Widge's,9997.0,10889.0,892.0,Double Black,Vail,2323.2,0.38395316804407714
Windows,10085.0,10699.0,614.0,Double Black,Vail,1372.8,0.44726107226107226
Windows Pines,10682.0,11247.0,564.0,Double Black,Vail,2692.8,0.20944741532976827
Windows Road,10886.0,11155.0,272.0,Double Black,Vail,2587.2,0.10513296227581942
Wow,9865.0,11207.0,1342.0,Double Black,Vail,3484.8,0.38510101010101006
Yonder,10180.0,11230.0,1053.0,Double Black,Vail,3537.6000000000004,0.29765943012211665
Yonder Gully,10207.0,10709.0,502.0,Double Black,Vail,1689.6000000000001,0.2971117424242424
Zot,10489.0,11047.0,554.0,Double Black,Vail,1531.1999999999998,0.36180773249738774
Frontside Chutes,8652.0,9026.0,374.0,Double Black,Vail,1161.6,0.321969696969697
Highline,9377.0,11033.0,1657.0,Double Black,Vail,1.1,1506.3636363636363
Mudslide,8717.0,9144.0,427.0,Double Black,Vail,633.6,0.6739267676767676
Prima,9173.0,10778.0,1604.0,Double Black,Vail,4646.4,0.34521349862258954
Prima Cornice,9967.0,10705.0,738.0,Double Black,Vail,1478.4,0.4991883116883117
Pump House,9334.0,9724.0,390.0,Double Black,Vail,1056.0,0.3693181818181818
The Narrows,8796.0,9229.0,433.0,Double Black,Vail,1108.8,0.39051226551226553
Golden Peak Terrain Park,8238.0,9324.0,1086.0,Double Black,Vail,4276.8,0.25392817059483724
Pride Park,9669.0,9974.0,305.0,Double Black,Vail,1531.1999999999998,0.19919017763845354
Allan Phipps,9472.0,10026.0,554.0,Green,Winter Park,2956.8,0.1873647186147186
Big Valley,9557.0,9902.0,344.0,Green,Winter Park,4118.400000000001,0.08352758352758352
Bill Wilson Way,9442.0,9567.0,125.0,Green,Winter Park,1267.2,0.09864267676767677
Bobcat,9416.0,9488.0,72.0,Green,Winter Park,580.8,0.12396694214876033
Corridor,9124.0,9423.0,299.0,Green,Winter Park,3484.8,0.0858011937557392
Dormouse,10472.0,10804.0,331.0,Green,Winter Park,2534.4,0.13060290404040403
Easy Way,9508.0,9757.0,246.0,Green,Winter Park,3168.0,0.07765151515151515
Gunbarrel,10466.0,10686.0,220.0,Green,Winter Park,2059.2000000000003,0.10683760683760682
Hi-Lonesome Trail,10548.0,11204.0,656.0,Green,Winter Park,5068.8,0.1294191919191919
Hobo Alley,10922.0,11083.0,161.0,Green,Winter Park,1003.2,0.1604864433811802
Hookup,10538.0,10804.0,269.0,Green,Winter Park,1795.2,0.1498440285204991
Jack Kendrick,9475.0,10144.0,669.0,Green,Winter Park,4382.4,0.15265607886089816
Lower Parkway,9098.0,9370.0,272.0,Green,Winter Park,1900.8,0.1430976430976431
Lower Village Way,9098.0,11073.0,1975.0,Green,Winter Park,3.59,550.1392757660167
Lower White Rabbit,9724.0,10164.0,436.0,Green,Winter Park,2798.4,0.15580331618067467
Mad Tea Party,9888.0,10056.0,171.0,Green,Winter Park,1108.8,0.15422077922077923
Marmot Flats,9416.0,9573.0,157.0,Green,Winter Park,1795.2,0.0874554367201426
Mock Turtle,9724.0,9977.0,253.0,Green,Winter Park,2481.6,0.10195035460992909
Moose Walow,9396.0,9498.0,102.0,Green,Winter Park,1003.2,0.10167464114832535
Olympia Spur,10886.0,11086.0,200.0,Green,Winter Park,1372.8,0.1456876456876457
Porcupine,9390.0,9524.0,135.0,Green,Winter Park,1267.2,0.10653409090909091
Shoo Fly,9459.0,9593.0,135.0,Green,Winter Park,1425.6000000000001,0.09469696969696968
Ski Papa,9446.0,9580.0,138.0,Green,Winter Park,1847.9999999999998,0.07467532467532469
Switchyard,10846.0,11198.0,351.0,Green,Winter Park,2217.6,0.1582792207792208
Tie Siding,9462.0,9577.0,115.0,Green,Winter Park,1161.6,0.09900137741046833
Tin Horn,9662.0,9777.0,115.0,Green,Winter Park,897.6,0.12811942959001782
To Village Way,9308.0,9377.0,69.0,Green,Winter Park,950.4,0.0726010101010101
Turnpike,9094.0,9452.0,361.0,Green,Winter Park,3854.4,0.09365919468659195
Upper Lonesome Whistle,10456.0,11089.0,630.0,Green,Winter Park,1.07,588.7850467289719
Upper March Hare,10141.0,10636.0,499.0,Green,Winter Park,2534.4,0.19689078282828282
Upper Parkway,9370.0,9711.0,338.0,Green,Winter Park,2587.2,0.13064316635745207
Vista Dome,10056.0,10157.0,102.0,Green,Winter Park,580.8,0.17561983471074383
Wagon Train,9495.0,9695.0,200.0,Green,Winter Park,2587.2,0.07730364873222016
Whistlestop,10449.0,11201.0,755.0,Green,Winter Park,1.58,477.8481012658228
Bellmar Bowl,10922.0,11037.0,115.0,Green,Winter Park,686.4,0.16754079254079254
Bluebell,10371.0,11214.0,843.0,Green,Winter Park,4435.2,0.19007034632034633
Buckaroo,9656.0,10249.0,597.0,Green,Winter Park,4276.8,0.13959034792368125
Butch's Breezeway,9501.0,10112.0,610.0,Green,Winter Park,2956.8,0.20630411255411255
Corona Way,9590.0,10312.0,722.0,Green,Winter Park,1.36,530.8823529411765
Cranmer,9472.0,10659.0,1188.0,Green,Winter Park,1.04,1142.3076923076924
Dilly Dally Valley,9895.0,10066.0,167.0,Green,Winter Park,1372.8,0.12164918414918416
Edelweiss,10354.0,11204.0,846.0,Green,Winter Park,1.06,798.1132075471697
Forever Eva,10512.0,11102.0,591.0,Green,Winter Park,1953.6,0.30251842751842756
Forever Eva Variant,10443.0,11089.0,646.0,Green,Winter Park,2270.4,0.2845313601127554
Forgot Me Not,10945.0,11975.0,1030.0,Green,Winter Park,4171.2,0.2469313387034906
Jabberwocky,9869.0,10679.0,810.0,Green,Winter Park,4276.8,0.1893939393939394
Juniper,10948.0,11834.0,886.0,Green,Winter Park,3432.0,0.25815850815850816
Larry Sale,9091.0,9669.0,581.0,Green,Winter Park,2428.8,0.2392127799736495
Lower Arrowhead Loop,9577.0,10486.0,909.0,Green,Winter Park,3115.2,0.29179506933744226
Lower Lonesome Whistle,9816.0,10449.0,636.0,Green,Winter Park,4540.8,0.14006342494714588
Lower March Hare,9902.0,10135.0,230.0,Green,Winter Park,1056.0,0.2178030303030303
Mary Jane,9452.0,10797.0,1348.0,Green,Winter Park,1.04,1296.1538461538462
Paintbrush,10922.0,11335.0,413.0,Green,Winter Park,2059.2000000000003,0.20056332556332554
Parry's Peek,10344.0,11985.0,1640.0,Green,Winter Park,1.53,1071.8954248366013
Primrose,10951.0,11230.0,279.0,Green,Winter Park,1425.6000000000001,0.1957070707070707
Quick Getaway,10482.0,10676.0,190.0,Green,Winter Park,792.0,0.2398989898989899
Quickdraw,9783.0,10138.0,354.0,Green,Winter Park,1531.1999999999998,0.23119122257053296
Rendezvous,9780.0,10052.0,272.0,Green,Winter Park,2217.6,0.12265512265512266
Rollins Ridge,11030.0,11188.0,161.0,Green,Winter Park,1214.4,0.13257575757575757
Roundhouse,10390.0,11040.0,653.0,Green,Winter Park,3537.6000000000004,0.18458842152872001
Shootout,9738.0,10118.0,377.0,Green,Winter Park,1584.0,0.2380050505050505
Sober Englishman,10479.0,10696.0,217.0,Green,Winter Park,2692.8,0.08058526440879382
Stagecoach,9905.0,10696.0,791.0,Green,Winter Park,2851.2000000000003,0.27742704826038156
Sundance,9839.0,10696.0,853.0,Green,Winter Park,3273.6,0.260569403714565
Tweedle Dee,9724.0,10105.0,381.0,Green,Winter Park,1584.0,0.24053030303030304
Upper Columbine,10807.0,10938.0,131.0,Green,Winter Park,950.4,0.13783670033670034
Upper Village Way,11079.0,11972.0,892.0,Green,Winter Park,1.19,749.5798319327731
White Rabbit,10167.0,10679.0,512.0,Green,Winter Park,2534.4,0.20202020202020202
Wildwood Glade,11010.0,11158.0,148.0,Green,Winter Park,633.6,0.2335858585858586
100's,10945.0,11250.0,308.0,Green,Winter Park,1056.0,0.2916666666666667
Aces And Eights,10039.0,10696.0,653.0,Green,Winter Park,2006.4,0.3254585326953748
Ambush,9094.0,9567.0,472.0,Green,Winter Park,1900.8,0.24831649831649832
Balch,9639.0,10666.0,1027.0,Green,Winter Park,2851.2000000000003,0.360199214365881
Belle Fourche,10745.0,11644.0,899.0,Green,Winter Park,3484.8,0.2579775022956841
Black Coal,10600.0,11253.0,653.0,Green,Winter Park,1900.8,0.3435395622895623
Boiler,9672.0,10341.0,666.0,Green,Winter Park,1795.2,0.3709893048128342
Bradley Bash,9659.0,10689.0,1030.0,Green,Winter Park,2798.4,0.3680674671240709
Brakeman,9882.0,10387.0,505.0,Green,Winter Park,1320.0,0.38257575757575757
Brian's Run,9094.0,9734.0,640.0,Green,Winter Park,1636.8,0.39100684261974583
Calypso,10899.0,11155.0,256.0,Green,Winter Park,1108.8,0.23088023088023088
Cannonball,9980.0,10617.0,636.0,Green,Winter Park,1584.0,0.4015151515151515
Cheshire Cat,9826.0,10456.0,630.0,Green,Winter Park,2587.2,0.24350649350649353
Chuck Wagon,9859.0,10026.0,167.0,Green,Winter Park,512.0,0.326171875
Coupler,9826.0,10276.0,449.0,Green,Winter Park,950.4,0.4724326599326599
Derailer,9619.0,11024.0,1404.0,Green,Winter Park,4804.8,0.2922077922077922
Drunken Frenchman,9879.0,10801.0,922.0,Green,Winter Park,2587.2,0.35636982065553496
Eagle Wind,10331.0,10807.0,476.0,Green,Winter Park,2270.4,0.20965468639887244
Eldorado,10994.0,11293.0,299.0,Green,Winter Park,950.4,0.3146043771043771
Engeldive,9583.0,10046.0,466.0,Green,Winter Park,1478.4,0.3152056277056277
Feebleminded,9478.0,9925.0,446.0,Green,Winter Park,1478.4,0.30167748917748916
